trip_id,vehicle_type,fuel_type,road_type,time_of_day,weather,distance_km,avg_speed_kmph,traffic_level,ac_used,load_kg,engine_cc,tyre_pressure_ok,last_service_days,fuel_price_per_litre,driver_hours_today,idle_time_minutes,harsh_braking_count,rpm_avg,fuel_consumed_litres,trip_cost_inr,carbon_emission_kg,eco_score,trip_grade,fatigue_risk,ev_cost_per_trip,anomaly_flag
6110,SUV,Petrol,City,Morning,Fog,25.1,90.82,2,1,378.47,2500,0,161,113.38,9.9,22.5,1,1128,8.582,973.03,19.824,54.5,D,70.1,30.12,0
6111,SUV,Diesel,City,Morning,Clear,35.06,16.94,5,1,188.02,100,0,398,92.71,0.9,4.8,1,2836,9.794,908.0,26.248,44.8,D,14.0,42.07,1
6112,Car,Diesel,Mixed,Night,Fog,71.93,21.68,3,0,511.64,100,0,60,112.72,5.2,7.1,13,2104,24.198,2727.6,64.851,53.4,D,83.5,86.32,0
6113,SUV,Petrol,City,Morning,Fog,61.36,52.27,4,1,395.52,2000,1,332,110.35,4.4,39.7,5,2159,19.7,2173.9,45.507,32.7,F,40.6,73.63,0
6114,Bike,Petrol,Mixed,Morning,Clear,7.89,44.41,1,1,331.66,100,1,146,91.47,8.0,26.9,11,912,0.1,9.15,0.231,51.5,D,78.1,9.47,0
6115,Car,Petrol,Mixed,Evening,Rain,76.23,43.74,3,0,300.37,150,0,99,95.37,5.3,3.2,7,2681,15.078,1437.99,34.83,64.9,C,48.5,91.48,0
6116,Truck,Petrol,Mixed,Morning,Clear,27.0,33.84,4,0,127.69,1200,1,76,107.18,5.0,13.7,10,1073,9.957,1067.19,23.001,58.6,C,57.3,32.4,0
6117,Bike,Petrol,Mixed,Night,Hot,67.5,56.78,3,0,9.44,2500,0,390,107.1,4.8,34.1,13,1288,1.683,180.25,3.888,35.5,F,77.3,81.0,0
6118,SUV,Petrol,City,Afternoon,Clear,13.21,84.85,4,0,429.9,150,0,0,94.31,10.0,26.1,5,1549,4.407,415.62,10.18,50.8,D,83.2,15.85,0
6119,Car,CNG,Mixed,Morning,Clear,99.79,22.0,4,0,551.77,1000,1,15,105.11,6.1,39.5,8,2320,30.0,3153.3,58.8,47.8,D,59.3,119.75,0
6120,Bike,Petrol,Mixed,Night,Hot,8.95,26.73,3,1,110.2,100,0,215,106.56,5.1,12.9,5,2396,1.115,118.81,2.576,53.7,D,63.3,10.74,0
6121,Car,Diesel,Mixed,Morning,Clear,74.43,66.36,2,0,560.83,100,0,82,89.94,10.5,39.3,12,1818,19.318,1737.46,51.772,42.9,D,98.7,89.32,0
6122,Car,Petrol,City,Night,Rain,54.59,12.89,4,1,43.15,100,1,90,98.29,0.5,19.1,11,1033,17.548,1724.79,40.536,52.6,D,43.5,65.51,0
6123,Car,Diesel,Mixed,Morning,Clear,9.51,66.62,5,0,331.48,800,0,239,112.47,4.2,43.7,5,2729,2.514,282.75,6.738,33.0,F,37.1,11.41,0
6124,SUV,Petrol,Mixed,Evening,Rain,3.65,35.36,3,1,69.34,2500,1,174,112.31,8.2,38.1,13,1589,1.609,180.71,3.717,40.1,D,84.0,4.38,0
6125,Auto,Diesel,Mixed,Afternoon,Rain,36.9,39.13,2,0,533.46,2000,0,128,105.87,1.7,41.5,12,1876,2.576,272.72,6.904,38.4,F,36.8,44.28,0
6126,Truck,Diesel,City,Afternoon,Clear,80.42,43.28,1,1,61.94,2000,0,90,105.62,7.2,37.6,7,3641,25.111,2652.22,67.297,54.9,D,63.1,96.5,1
6127,Bike,Diesel,City,Night,Hot,5.07,38.41,4,1,150.63,800,0,141,111.1,5.7,33.5,3,978,0.1,11.11,0.268,48.2,D,64.5,6.08,0
6128,Car,Petrol,Mixed,Night,Clear,70.74,81.19,4,0,483.56,2500,1,330,97.24,8.2,35.9,7,1907,23.943,2328.22,55.308,37.6,F,90.2,84.89,0
6129,Car,Diesel,Highway,Afternoon,Clear,65.88,90.31,5,0,413.09,1500,0,255,89.34,6.6,25.1,7,2430,21.398,1911.7,57.347,33.6,F,61.9,79.06,0
6130,Car,Petrol,City,Evening,Clear,27.29,55.68,2,0,232.88,100,1,86,110.85,2.7,17.6,1,1784,3.322,368.24,7.674,83.5,B,22.9,32.75,0
6131,Car,Petrol,Mixed,Evening,Rain,8.67,58.62,4,0,502.06,2000,1,302,96.43,2.0,18.3,4,1976,2.302,221.98,5.318,50.2,D,23.7,10.4,0
6132,Truck,Petrol,City,Morning,Clear,91.62,14.13,2,0,381.42,2500,1,187,106.16,4.0,19.3,2,1388,30.0,3184.8,69.3,70.0,B,30.1,109.94,0
6133,Bike,Petrol,City,Evening,Clear,30.73,70.05,4,0,155.87,2500,1,83,101.18,11.3,22.7,10,1899,0.1,10.12,0.231,54.1,D,100.0,36.88,0
6134,Car,Petrol,City,Afternoon,Hot,12.03,58.82,1,0,444.16,100,0,116,91.91,2.9,30.5,10,1131,2.2,202.2,5.082,50.9,D,33.5,14.44,0
6135,Car,Diesel,City,Afternoon,Clear,68.47,12.38,5,1,199.84,800,0,255,99.3,5.8,16.5,2,1847,21.808,2165.53,58.445,40.1,D,41.8,82.16,0
6136,Car,Petrol,City,Evening,Clear,22.45,25.26,1,1,489.44,150,1,25,95.09,11.4,30.7,5,3207,4.53,430.76,10.464,63.6,C,91.3,26.94,0
6137,Bike,Petrol,City,Evening,Clear,48.09,25.57,1,1,468.96,1200,0,273,88.22,2.8,15.1,11,3491,2.282,201.32,5.271,42.9,D,46.2,57.71,0
6138,SUV,Petrol,City,Afternoon,Clear,5.99,22.87,3,1,185.11,150,0,163,102.15,3.3,25.7,2,2868,0.792,80.9,1.83,48.5,D,28.1,7.19,0
6139,Bike,Diesel,Highway,Afternoon,Clear,99.31,65.3,1,0,62.19,2000,1,221,103.23,6.0,29.7,7,3543,3.235,333.95,8.67,67.3,C,55.0,119.17,0
6140,Auto,Diesel,Mixed,Afternoon,Clear,45.31,88.77,5,0,492.47,1200,0,195,96.26,1.7,17.6,4,866,4.627,445.4,12.4,43.3,D,23.4,54.37,0
6141,Bike,Petrol,Highway,Afternoon,Clear,99.91,74.38,5,1,218.67,2000,1,338,95.94,1.4,24.5,1,2391,3.296,316.22,7.614,42.9,D,10.3,119.89,0
6142,Car,Diesel,City,Afternoon,Clear,39.18,49.53,4,1,195.19,800,0,61,100.07,4.0,0.7,4,2604,8.945,895.13,23.973,60.4,C,33.6,47.02,0
6143,Car,Petrol,City,Evening,Clear,35.44,43.15,1,1,10.92,2500,1,196,104.68,2.1,21.4,6,839,4.347,455.04,10.042,67.1,C,29.1,42.53,0
6144,Auto,Petrol,Mixed,Evening,Rain,91.54,41.62,2,1,435.52,1500,1,137,114.15,5.4,37.0,8,2411,7.976,910.46,18.425,48.8,D,58.2,109.85,0
6145,Truck,Petrol,Mixed,Morning,Rain,33.62,60.31,3,0,164.44,1500,1,304,100.9,1.7,13.5,14,2345,11.646,1175.08,26.902,52.2,D,35.2,40.34,0
6146,Car,Diesel,City,Morning,Clear,43.77,39.25,3,0,261.52,100,1,106,113.21,7.3,12.0,13,2065,6.791,768.81,18.2,54.6,D,82.1,52.52,0
6147,Bike,Diesel,City,Night,Hot,8.73,27.67,3,0,539.88,2000,0,182,114.32,6.2,34.8,0,1023,1.022,116.84,2.739,50.8,D,66.1,10.48,0
6148,Bike,Petrol,Highway,Morning,Fog,95.59,60.45,5,0,75.18,100,0,42,104.42,7.3,14.4,14,2148,3.036,317.02,7.013,47.7,D,81.6,114.71,0
6149,Bike,Petrol,Mixed,Evening,Hot,9.43,41.99,5,1,22.82,100,0,74,103.14,10.9,17.5,10,1879,0.1,10.31,0.231,42.6,D,98.9,11.32,0
6150,SUV,Petrol,City,Morning,Clear,77.35,9.23,4,1,336.3,2000,0,50,89.63,4.5,37.0,5,2326,24.317,2179.53,56.172,42.2,D,43.5,92.82,0
6151,Bike,Diesel,Highway,Morning,Rain,54.32,9.93,1,1,419.91,150,0,149,94.03,3.6,2.9,2,2067,1.707,160.51,4.575,69.9,C,30.6,65.18,0
6152,Bike,CNG,Highway,Evening,Clear,7.08,31.85,5,1,316.9,100,1,298,114.95,7.1,42.1,2,1387,0.1,11.5,0.196,33.8,F,53.0,8.5,0
6153,Car,Petrol,Mixed,Afternoon,Fog,1.17,52.58,3,1,203.75,1200,0,263,108.14,3.3,8.9,8,2794,0.1,10.81,0.231,53.8,D,35.3,1.4,0
6154,Car,Petrol,City,Evening,Clear,93.62,38.82,5,1,216.86,100,0,381,106.04,1.3,9.7,14,2178,30.0,3181.2,69.3,26.2,F,34.4,112.34,0
6155,Car,Diesel,Mixed,Evening,Clear,74.48,10.09,1,0,89.79,800,0,2,103.3,1.2,34.8,12,2675,11.627,1201.07,31.16,60.0,C,33.2,89.38,0
6156,Car,Diesel,City,Night,Clear,68.96,27.41,5,1,187.03,100,0,168,106.44,1.3,5.5,10,3022,23.403,2491.02,62.72,42.2,D,49.4,82.75,0
6157,Truck,CNG,Highway,Night,Rain,44.42,16.39,1,0,455.33,150,0,52,106.38,3.2,6.3,11,839,14.943,1589.64,29.288,63.7,C,62.1,53.3,0
6158,Truck,Diesel,Highway,Night,Rain,24.62,90.53,4,1,299.48,2500,0,145,93.98,8.9,4.1,8,3621,7.102,667.45,19.033,46.8,D,96.5,29.54,0
6159,Car,CNG,City,Afternoon,Clear,68.31,35.22,5,0,534.45,150,0,305,109.19,2.3,27.2,14,2923,21.807,2381.11,42.742,18.8,F,44.0,81.97,0
6160,Auto,Petrol,Highway,Morning,Clear,61.22,9.28,1,1,100.8,2000,1,10,100.56,3.5,37.9,14,1555,5.102,513.06,11.786,52.0,D,50.6,73.46,0
6161,Car,Petrol,City,Night,Hot,72.91,65.47,1,0,265.45,2500,1,149,106.94,10.4,8.1,4,871,6.962,744.52,16.082,82.5,B,98.6,87.49,0
6162,Car,Petrol,City,Evening,Hot,37.21,28.22,2,0,420.96,800,1,360,97.38,5.5,17.8,7,1009,9.995,973.31,23.088,54.4,D,54.9,44.65,0
6163,Car,Diesel,City,Night,Rain,98.71,57.31,4,0,163.37,2000,0,62,103.59,1.0,30.6,6,2119,24.194,2506.26,64.84,51.0,D,35.9,118.45,0
6164,Car,Petrol,Highway,Evening,Rain,7.63,21.11,5,0,160.11,1000,1,114,107.85,3.3,13.7,0,3220,1.909,205.89,4.41,67.1,C,23.0,9.16,0
6165,Car,Petrol,City,Afternoon,Clear,8.89,93.61,2,1,63.36,2000,1,206,104.52,4.0,8.7,3,1672,0.4,41.81,0.924,68.6,C,35.5,10.67,0
6166,Bike,Petrol,Mixed,Night,Clear,91.77,92.41,5,0,535.76,150,0,135,105.1,2.6,40.8,3,879,2.723,286.19,6.29,37.6,F,44.5,110.12,0
6167,Bike,Petrol,City,Evening,Clear,65.12,65.07,3,1,103.52,1000,1,82,93.0,11.6,31.6,4,3950,2.54,236.22,5.867,57.8,C,88.1,78.14,0
6168,SUV,CNG,City,Morning,Clear,33.31,69.53,3,1,582.08,800,1,72,101.66,5.2,41.6,9,3623,12.674,1288.44,24.841,39.9,F,59.2,39.97,1
6169,Car,Petrol,City,Afternoon,Rain,76.43,45.05,1,1,269.3,100,0,68,95.41,5.0,35.2,2,1902,12.051,1149.79,27.838,64.1,C,41.6,91.72,1
6170,Car,Petrol,Highway,Evening,Clear,45.82,91.71,2,0,589.07,1500,0,327,98.0,11.7,15.7,5,1885,9.499,930.9,21.943,51.4,D,97.5,54.98,0
6171,Car,Diesel,City,Morning,Clear,3.09,44.87,1,1,24.21,1000,1,224,109.65,6.8,1.1,5,3730,0.78,85.53,2.09,74.4,B,56.2,3.71,0
6172,Bike,Petrol,City,Morning,Clear,65.46,28.83,1,1,340.26,2500,0,112,89.29,1.4,21.0,14,1379,2.128,190.01,4.916,45.5,D,38.3,78.55,0
6173,Car,Diesel,City,Evening,Clear,25.07,18.04,1,1,414.5,800,1,14,94.95,5.6,16.5,11,3851,3.503,332.61,9.388,59.3,C,64.2,30.08,0
6174,Auto,Diesel,City,Night,Fog,12.42,26.11,3,1,309.81,1000,1,398,109.31,8.0,22.7,1,2430,1.485,162.33,3.98,55.3,C,83.9,14.9,0
6175,Bike,CNG,Mixed,Morning,Clear,23.3,57.78,1,1,342.06,1000,1,360,110.85,7.1,0.6,10,3803,0.144,15.96,0.282,56.5,C,72.8,27.96,0
6176,Bike,CNG,Highway,Afternoon,Clear,48.14,29.32,1,1,323.04,2000,1,262,93.75,10.2,24.0,9,3304,1.68,157.5,3.293,53.9,D,88.3,57.77,0
6177,Bike,Petrol,City,Morning,Rain,5.94,64.92,1,1,89.67,100,0,212,92.46,11.6,18.6,6,2974,0.563,52.05,1.301,62.6,C,93.3,7.13,0
6178,Car,Diesel,City,Night,Clear,88.43,41.25,1,1,319.14,1500,0,109,109.58,1.2,30.6,14,2117,30.0,3287.4,80.4,46.4,D,56.4,106.12,0
6179,Car,Petrol,Mixed,Afternoon,Clear,56.43,85.16,2,0,325.04,150,1,320,107.37,3.4,12.1,3,984,6.901,740.96,15.941,67.1,C,30.2,67.72,0
6180,Car,Petrol,City,Afternoon,Rain,30.01,56.59,5,0,213.35,2500,0,345,103.21,10.8,36.9,12,2286,8.285,855.09,19.138,21.5,F,98.7,36.01,1
6181,Bike,Petrol,Mixed,Afternoon,Clear,69.01,62.17,2,0,364.49,1000,0,125,100.37,10.5,41.8,3,1751,1.773,177.96,4.096,56.5,C,80.0,82.81,0
6182,Car,Petrol,City,Evening,Rain,80.62,56.42,4,0,247.14,2500,1,347,111.63,0.7,7.5,13,2142,28.06,3132.34,64.819,48.5,D,21.9,96.74,0
6183,Car,CNG,City,Morning,Fog,61.78,85.04,2,1,453.09,1200,0,8,95.54,7.1,29.1,11,3512,16.627,1588.54,32.589,44.5,D,68.8,74.14,0
6184,SUV,Petrol,Highway,Night,Clear,21.05,13.52,4,0,22.93,100,1,153,105.48,4.2,28.5,10,3547,6.908,728.66,15.957,52.3,D,71.6,25.26,0
6185,Car,Diesel,Mixed,Evening,Clear,11.92,13.86,3,0,5.97,2000,1,370,113.11,6.6,15.3,0,1504,2.017,228.14,5.406,70.7,B,52.3,14.3,0
6186,Auto,Petrol,City,Evening,Hot,86.13,69.05,5,1,314.35,1200,0,4,92.64,3.0,5.1,5,3706,4.634,429.29,10.705,48.2,D,31.7,103.36,1
6187,Truck,Petrol,City,Afternoon,Clear,24.23,74.81,1,1,593.53,100,0,109,93.22,8.6,30.1,4,3144,8.386,781.74,19.372,51.3,D,67.0,29.08,0
6188,Car,CNG,City,Evening,Hot,2.99,45.72,4,0,267.28,100,0,273,91.21,4.3,20.5,2,2271,0.435,39.68,0.853,50.9,D,30.6,3.59,0
6189,Car,Petrol,Mixed,Morning,Clear,64.65,38.65,3,0,7.13,1500,1,52,95.21,7.9,8.6,3,3833,6.082,579.07,14.049,82.0,B,59.0,77.58,0
6190,Car,Diesel,Highway,Evening,Rain,16.14,32.18,5,0,190.26,2500,0,219,103.36,1.4,2.6,4,1706,5.584,577.16,14.965,57.2,C,17.7,19.37,0
6191,Bike,Petrol,City,Evening,Rain,99.11,28.39,4,0,280.35,150,1,196,96.89,11.6,42.6,6,3828,2.605,252.4,6.018,46.9,D,94.1,118.93,0
6192,Bike,Petrol,City,Afternoon,Hot,87.1,87.34,3,0,540.68,1200,1,316,103.1,3.4,18.4,5,2127,2.294,236.51,5.299,55.0,C,31.6,104.52,0
6193,Truck,Petrol,City,Afternoon,Clear,61.24,33.68,1,1,72.77,1000,1,90,101.04,5.2,33.7,6,3853,19.471,1967.35,44.978,68.8,C,48.3,73.49,0
6194,SUV,Diesel,City,Evening,Clear,83.55,64.38,3,0,554.63,100,0,227,102.34,4.9,6.1,8,2238,27.74,2838.91,74.343,53.7,D,51.9,100.26,0
6195,Bike,Petrol,City,Afternoon,Clear,47.58,76.48,3,0,564.09,2500,0,161,113.7,7.4,28.1,5,3330,0.744,84.59,1.719,48.3,D,64.7,57.1,0
6196,Car,Petrol,Highway,Night,Hot,79.06,9.91,1,0,384.57,1500,1,77,93.59,1.7,1.1,12,3264,12.225,1144.14,28.24,69.9,C,56.5,94.87,0
6197,Car,Petrol,City,Night,Clear,65.01,10.95,4,1,135.11,1200,1,174,106.11,4.3,19.0,3,2868,17.584,1865.84,40.619,51.2,D,54.8,78.01,0
6198,Auto,Diesel,City,Night,Hot,3.84,36.98,3,0,322.02,1200,0,282,100.82,10.6,11.0,12,2299,0.1,10.08,0.268,44.2,D,100.0,4.61,0
6199,Car,Diesel,Highway,Evening,Clear,94.93,68.55,1,0,489.99,150,0,385,106.35,5.1,15.1,3,3420,14.633,1556.22,39.216,56.6,C,40.8,113.92,0
6200,Car,Diesel,City,Morning,Clear,86.23,30.69,4,0,214.83,1200,0,8,104.15,3.2,28.1,12,1830,26.748,2785.8,71.685,45.8,D,48.9,103.48,0
6201,Truck,Petrol,City,Morning,Clear,95.39,8.13,1,0,543.19,1000,1,202,108.42,10.9,16.0,4,3131,30.0,3252.6,69.3,71.3,B,84.9,114.47,1
6202,Bike,CNG,City,Afternoon,Rain,73.41,33.07,2,1,52.15,1200,0,309,102.41,7.2,11.1,13,1468,2.319,237.49,4.545,47.7,D,77.9,88.09,0
6203,SUV,Diesel,City,Morning,Fog,41.79,15.84,4,0,184.31,150,0,132,106.95,5.3,32.2,13,1873,13.842,1480.4,37.097,40.9,D,65.5,50.15,0
6204,Bike,Diesel,Mixed,Morning,Clear,21.49,27.09,2,0,595.92,2000,0,202,107.85,11.3,24.4,12,1442,0.741,79.92,1.986,38.1,F,100.0,25.79,0
6205,Car,Diesel,Highway,Evening,Hot,18.82,36.99,3,0,350.32,100,1,2,92.81,8.5,28.2,0,2060,1.744,161.86,4.674,68.2,C,61.3,22.58,0
6206,SUV,Diesel,City,Afternoon,Clear,15.35,19.14,3,0,354.21,1200,0,345,112.97,8.2,17.2,11,2933,4.391,496.05,11.768,44.6,D,80.7,18.42,0
6207,Car,Petrol,City,Morning,Rain,22.84,69.45,3,1,143.92,1200,1,397,107.56,4.3,11.5,14,1170,6.378,686.02,14.733,35.0,F,50.4,27.41,0
6208,Car,CNG,City,Night,Rain,55.51,30.27,4,1,514.53,800,0,264,90.61,6.9,11.2,14,3346,18.171,1646.47,35.615,27.4,F,98.0,66.61,0
6209,Bike,CNG,Highway,Afternoon,Clear,68.69,65.52,5,0,257.45,1000,0,210,111.24,5.9,44.7,13,2153,1.54,171.31,3.018,23.9,F,72.9,82.43,0
6210,Car,Petrol,Highway,Afternoon,Clear,32.09,60.12,4,1,476.12,1500,0,208,93.15,5.1,30.0,13,2380,12.767,1189.25,29.492,21.7,F,57.6,38.51,1
6211,Bike,Petrol,City,Afternoon,Clear,55.33,86.13,4,1,486.41,2500,0,57,103.83,0.6,4.5,6,2018,3.316,344.3,7.66,48.8,D,19.3,66.4,1
6212,Car,CNG,City,Night,Clear,34.78,15.65,5,0,104.91,1000,0,365,96.45,3.9,28.9,3,847,12.024,1159.71,23.567,48.1,D,56.7,41.74,0
6213,Bike,Petrol,City,Morning,Hot,69.95,26.67,4,0,301.07,1500,0,333,103.55,11.8,4.6,0,816,1.15,119.08,2.656,57.6,C,83.5,83.94,0
6214,Car,CNG,Highway,Night,Hot,98.86,83.27,2,0,230.39,1500,1,137,111.98,9.5,13.5,11,1584,12.049,1349.25,23.616,63.1,C,100.0,118.63,0
6215,Truck,Petrol,Mixed,Afternoon,Rain,69.21,79.53,5,0,92.91,1000,0,380,112.05,7.6,38.0,8,1424,23.31,2611.89,53.846,35.0,F,64.9,83.05,0
6216,Auto,Petrol,Mixed,Afternoon,Rain,6.84,24.71,5,0,74.04,1500,1,390,109.22,5.3,41.1,7,2931,0.1,10.92,0.231,36.3,F,51.6,8.21,0
6217,Car,Petrol,City,Evening,Clear,48.25,17.37,2,0,27.48,1200,0,140,110.0,1.4,38.7,12,903,11.322,1245.42,26.154,53.0,D,38.4,57.9,0
6218,Car,Petrol,Highway,Evening,Clear,77.27,82.49,5,1,421.18,1000,0,290,101.71,7.5,24.9,8,3813,24.559,2497.9,56.731,25.2,F,63.5,92.72,0
6219,Car,Petrol,Highway,Evening,Fog,54.68,23.5,5,1,469.29,1000,1,188,111.45,3.6,20.4,7,2934,17.925,1997.74,41.407,31.6,F,38.3,65.62,0
6220,Car,Petrol,Mixed,Evening,Rain,95.16,83.79,2,0,282.83,2000,0,350,100.61,7.1,11.1,9,2265,23.403,2354.58,54.061,53.6,D,69.9,114.19,0
6221,Truck,Diesel,City,Afternoon,Rain,6.42,91.62,1,1,338.35,800,1,37,93.63,11.4,35.9,3,3815,2.052,192.13,5.499,65.5,C,84.6,7.7,0
6222,Truck,CNG,Highway,Night,Fog,29.82,27.21,1,1,157.2,2500,1,233,112.24,9.5,28.0,6,2945,9.536,1070.32,18.691,61.5,C,97.8,35.78,0
6223,Car,Petrol,City,Evening,Clear,22.85,81.11,1,1,428.88,150,1,164,100.41,11.5,23.8,13,2172,4.231,424.83,9.774,50.3,D,100.0,27.42,0
6224,Car,Petrol,Highway,Night,Clear,76.99,44.87,2,0,350.37,150,1,69,104.22,10.1,11.7,0,3669,7.612,793.32,17.584,82.6,B,92.6,92.39,0
6225,Car,Petrol,City,Evening,Fog,52.86,76.62,3,1,529.39,100,0,7,104.92,1.5,14.0,4,3824,12.954,1359.13,29.924,53.4,D,19.9,63.43,0
6226,Bike,Petrol,Mixed,Morning,Clear,14.7,43.44,4,1,447.69,2500,1,216,90.22,1.6,11.0,9,2074,2.097,189.19,4.844,45.3,D,25.5,17.64,1
6227,Car,Petrol,Mixed,Evening,Fog,29.27,14.12,5,1,11.36,2500,0,68,97.56,8.3,28.7,9,3915,9.334,910.63,21.562,38.4,F,74.2,35.12,0
6228,SUV,Petrol,City,Night,Clear,52.74,70.0,2,0,485.91,1500,1,329,97.69,8.0,27.5,8,3129,18.838,1840.28,43.516,51.2,D,92.4,63.29,0
6229,Truck,Petrol,Highway,Evening,Clear,99.62,21.11,4,1,16.28,2500,1,278,107.35,4.9,7.7,7,1888,30.0,3220.5,69.3,51.9,D,48.2,119.54,1
6230,Car,Petrol,City,Morning,Clear,37.06,88.65,2,1,488.31,1500,0,384,106.29,1.1,14.9,12,1124,10.772,1144.96,24.883,28.3,F,32.7,44.47,1
6231,Bike,Petrol,City,Night,Rain,16.53,44.34,5,0,592.36,2500,1,268,114.7,8.7,0.8,8,3197,0.975,111.83,2.252,44.0,D,100.0,19.84,0
6232,SUV,Diesel,City,Night,Rain,50.21,15.13,3,0,288.53,1500,0,100,107.74,1.7,8.0,12,2648,18.09,1949.02,48.481,54.1,D,55.9,60.25,0
6233,Bike,Petrol,City,Night,Clear,31.71,27.88,2,0,136.14,1500,1,82,94.01,7.8,23.8,1,915,0.1,9.4,0.231,75.0,B,78.1,38.05,0
6234,Car,CNG,Mixed,Afternoon,Clear,57.03,83.04,4,0,5.74,800,0,89,97.33,1.1,17.0,5,1984,7.471,727.15,14.643,60.2,C,8.1,68.44,0
6235,Car,CNG,City,Night,Clear,47.2,35.93,4,1,90.18,1500,0,367,92.51,2.6,26.4,1,2518,15.022,1389.69,29.443,49.1,D,38.7,56.64,0
6236,Auto,CNG,Highway,Afternoon,Clear,69.26,82.5,5,1,302.27,1500,1,49,111.27,6.9,19.0,5,2313,5.562,618.88,10.902,48.7,D,60.0,83.11,0
6237,Bike,CNG,Mixed,Morning,Clear,91.51,22.99,1,1,483.95,1200,1,178,110.84,7.4,4.2,3,2485,3.241,359.23,6.352,70.8,B,56.0,109.81,0
6238,Bike,Petrol,Mixed,Night,Clear,20.85,48.73,5,1,522.89,1500,0,376,112.67,8.2,30.0,4,2105,1.024,115.37,2.365,21.8,F,82.5,25.02,0
6239,Auto,Petrol,Mixed,Night,Clear,82.3,84.41,5,1,410.14,1500,1,56,105.81,1.8,42.5,4,1910,5.008,529.9,11.568,35.4,F,47.1,98.76,0
6240,Auto,Petrol,City,Night,Clear,94.98,12.21,1,0,52.09,100,0,40,95.26,5.6,12.3,11,1290,5.653,538.5,13.058,68.5,C,83.3,113.98,0
6241,SUV,Diesel,Mixed,Morning,Clear,37.99,34.47,3,0,594.81,1000,1,331,112.21,2.0,9.3,6,1139,11.151,1251.25,29.885,55.9,C,24.4,45.59,1
6242,Car,CNG,City,Afternoon,Clear,12.25,87.16,2,1,448.26,100,0,235,95.36,11.3,37.7,4,2373,3.141,299.53,6.156,41.8,D,90.5,14.7,0
6243,Bike,CNG,Mixed,Evening,Clear,82.37,59.9,4,1,255.87,150,1,34,98.37,10.1,12.2,9,3874,1.439,141.55,2.82,53.0,D,87.5,98.84,0
6244,Truck,Petrol,Highway,Morning,Clear,70.41,70.31,2,0,488.21,2500,1,223,88.59,7.0,17.0,13,900,23.561,2087.27,54.426,49.1,D,70.9,84.49,0
6245,Truck,Diesel,Mixed,Morning,Hot,22.06,81.27,2,1,353.14,2500,1,76,103.61,5.5,10.0,0,3915,7.386,765.26,19.794,75.3,B,36.9,26.47,0
6246,Bike,Petrol,City,Morning,Clear,45.08,53.55,4,1,361.67,100,0,288,99.76,4.2,28.3,5,2528,1.496,149.24,3.456,38.4,F,37.1,54.1,0
6247,Car,Petrol,Highway,Afternoon,Rain,58.22,81.55,1,1,582.78,100,0,180,105.49,9.5,20.3,11,3998,18.019,1900.82,41.624,48.6,D,86.6,69.86,0
6248,Truck,Diesel,Mixed,Afternoon,Clear,17.82,63.57,4,1,480.68,1500,0,3,114.13,6.4,16.6,8,1997,4.881,557.07,13.081,44.2,D,57.5,21.38,0
6249,Truck,Petrol,Mixed,Afternoon,Fog,71.78,67.65,1,1,157.29,800,1,119,89.55,0.6,11.7,10,917,25.528,2286.03,58.97,63.2,C,24.1,86.14,1
6250,Car,CNG,City,Afternoon,Hot,69.3,21.3,1,1,105.09,1000,0,257,90.47,7.1,43.0,6,824,23.853,2157.98,46.752,44.6,D,63.8,83.16,0
6251,Bike,Petrol,Mixed,Afternoon,Clear,88.83,89.69,5,1,103.39,1200,0,7,103.23,10.4,3.8,4,1069,2.529,261.07,5.842,60.2,C,80.2,106.6,0
6252,Car,CNG,City,Night,Fog,57.16,77.26,3,0,272.7,1500,1,79,114.94,7.5,12.3,6,3074,5.433,624.47,10.649,63.6,C,83.8,68.59,0
6253,Car,Petrol,Highway,Evening,Clear,57.86,30.12,5,0,233.14,1200,1,277,95.78,1.3,15.6,3,1024,15.301,1465.53,35.345,55.0,C,16.4,69.43,0
6254,Car,Diesel,Highway,Evening,Clear,62.32,58.46,3,1,271.66,800,0,201,102.48,7.3,36.8,10,3624,21.094,2161.71,56.532,36.6,F,70.4,74.78,0
6255,Bike,Diesel,City,Afternoon,Clear,28.1,40.75,1,0,37.62,2000,0,72,93.5,9.1,42.8,6,3477,0.279,26.09,0.748,69.7,C,77.5,33.72,0
6256,Bike,CNG,City,Afternoon,Clear,76.1,65.45,5,0,121.25,1500,0,378,102.3,9.0,0.3,6,3592,1.061,108.54,2.08,47.4,D,74.5,91.32,0
6257,Bike,Petrol,Mixed,Night,Clear,66.59,94.46,2,1,478.5,800,0,245,92.95,6.7,43.2,12,2597,1.35,125.48,3.119,27.7,F,93.8,79.91,0
6258,Bike,CNG,City,Afternoon,Clear,84.08,11.98,4,0,454.56,2500,1,231,92.78,9.2,43.3,6,3525,3.349,310.72,6.564,41.0,D,76.1,100.9,0
6259,Auto,Petrol,City,Night,Clear,77.09,90.87,4,0,235.99,1500,0,380,97.14,1.9,41.0,8,2888,7.19,698.44,16.609,31.0,F,46.7,92.51,0
6260,Car,Petrol,Mixed,Night,Rain,64.22,14.3,4,1,234.28,1500,0,208,113.37,3.5,41.4,13,3746,22.286,2526.56,51.481,26.4,F,73.2,77.06,0
